Fiscal Year Ending,Roll Year,SWIS,Municipality,Village,County,School Code,School Name,Type of Value on which Tax Rates are applied,County Tax Levy,County Tax Rate Outside Village (per $1000 value),Municipality Tax Levy,Municipal Tax Rate Outside Village (per $1000 value),School District Tax Levy,School District Tax Rate (per $1000 value),Village Tax Rate (per $1000 value)
2022,2021,472200,Brookhaven,,Suffolk,472212,Longwood,Full Value,"240,519,440",2.38,"188,214,031",3.0,"154,136,252",21.84,
2022,2021,472200,Brookhaven,,Suffolk,472224,Patchogue-Medford,Full Value,"240,519,440",2.38,"188,214,031",3.0,"119,129,254",20.30,
2022,2021,472200,Brookhaven,,Suffolk,472232,William Floyd,Full Value,"240,519,440",2.38,"188,214,031",3.0,"102,888,275",23.05,
2022,2021,472200,Brookhaven,,Suffolk,472233,Center Moriches,Full Value,"240,519,440",2.38,"188,214,031",3.0,"24,566,008",20.88,
2022,2021,472200,Brookhaven,,Suffolk,472234,East Moriches,Full Value,"240,519,440",2.38,"188,214,031",3.0,"21,437,511",20.58,
2022,2021,472200,Brookhaven,,Suffolk,472235,Eastport- South Manor,Full Value,"240,519,440",2.38,"188,214,031",3.0,"51,784,151",21.15,
2022,2021,472200,Brookhaven,,Suffolk,472805,Bayport-Blue Point,Full Value,"240,519,440",2.38,"188,214,031",3.0,"21,494,910",24.00,
2022,2021,472200,Brookhaven,,Suffolk,472814,Fire Island,Full Value,"240,519,440",2.38,"188,214,031",3.0,"1,568,275",1.62,
2022,2021,472200,Brookhaven,,Suffolk,473001,Shoreham-Wading River,Full Value,"240,519,440",2.38,"188,214,031",3.0,"39,664,116",18.70,
2022,2021,472200,Brookhaven,,Suffolk,473002,Riverhead,Full Value,"240,519,440",2.38,"188,214,031",3.0,"1,772,075",13.77,
2022,2021,472400,East Hampton,,Suffolk,472401,East Hampton,Full Value,"5,968,648",2.38,"62,262,710",1.75,"54,679,935",3.27,
2022,2021,472400,East Hampton,,Suffolk,472402,Wainscott,Full Value,"5,968,648",2.38,"62,262,710",1.75,"2,827,019",1.07,
2022,2021,472400,East Hampton,,Suffolk,472403,Amagansett,Full Value,"5,968,648",2.38,"62,262,710",1.75,"10,459,242",1.91,
2022,2021,472400,East Hampton,,Suffolk,472404,Springs,Full Value,"5,968,648",2.38,"62,262,710",1.75,"27,589,155",6.47,
2022,2021,472400,East Hampton,,Suffolk,472405,Sag Harbor,Full Value,"5,968,648",2.38,"62,262,710",1.75,"4,122,676",4.55,
2022,2021,472400,East Hampton,,Suffolk,472406,Montauk,Full Value,"5,968,648",2.38,"62,262,710",1.75,"16,865,251",3.01,
2022,2021,472600,Huntington,,Suffolk,282402,Syosset,Full Value,"151,923,877",2.38,"130,514,003",3.05,"10,510",20.47,
2022,2021,472600,Huntington,,Suffolk,472601,Elwood,Full Value,"151,923,877",2.38,"130,514,003",3.05,"49,656,325",22.02,
2022,2021,472600,Huntington,,Suffolk,472602,Cold Spring Harbor,Full Value,"151,923,877",2.38,"130,514,003",3.05,"49,657,524",17.76,
2022,2021,472600,Huntington,,Suffolk,472603,Huntington,Full Value,"151,923,877",2.38,"130,514,003",3.05,"112,718,438",18.61,
2022,2021,472600,Huntington,,Suffolk,472604,Northport-East Northport,Full Value,"151,923,877",2.38,"130,514,003",3.05,"149,717,642",14.59,
2022,2021,472600,Huntington,,Suffolk,472605,Half Hollow Hills,Full Value,"151,923,877",2.38,"130,514,003",3.05,"184,118,845",17.34,
2022,2021,472600,Huntington,,Suffolk,472606,Harborfields,Full Value,"151,923,877",2.38,"130,514,003",3.05,"69,053,066",20.17,
2022,2021,472600,Huntington,,Suffolk,472610,Commack,Full Value,"151,923,877",2.38,"130,514,003",3.05,"56,323,974",21.35,
2022,2021,472600,Huntington,,Suffolk,472613,South Huntington,Full Value,"151,923,877",2.38,"130,514,003",3.05,"121,832,088",21.19,
2022,2021,472800,Islip,,Suffolk,472205,Sachem,Full Value,"188,533,767",2.38,"140,270,679",2.94,"66,983,129",16.56,
2022,2021,472800,Islip,,Suffolk,472801,Bay Shore,Full Value,"188,533,767",2.38,"140,270,679",2.94,"115,360,073",22.22,
2022,2021,472800,Islip,,Suffolk,472802,Islip,Full Value,"188,533,767",2.38,"140,270,679",2.94,"63,097,003",22.00,
2022,2021,472800,Islip,,Suffolk,472803,East Islip,Full Value,"188,533,767",2.38,"140,270,679",2.94,"72,894,052",18.50,
2022,2021,472800,Islip,,Suffolk,472804,Sayville,Full Value,"188,533,767",2.38,"140,270,679",2.94,"60,837,262",20.05,
2022,2021,472800,Islip,,Suffolk,472805,Bayport-Blue Point,Full Value,"188,533,767",2.38,"140,270,679",2.94,"34,035,305",23.46,
2022,2021,472800,Islip,,Suffolk,472806,Hauppauge,Full Value,"188,533,767",2.38,"140,270,679",2.94,"41,019,574",15.03,
2022,2021,472800,Islip,,Suffolk,472807,Connetquot,Full Value,"188,533,767",2.38,"140,270,679",2.94,"132,245,824",17.80,
2022,2021,472800,Islip,,Suffolk,472809,West Islip,Full Value,"188,533,767",2.38,"140,270,679",2.94,"88,510,169",18.93,
2022,2021,472800,Islip,,Suffolk,472812,Brentwood,Full Value,"188,533,767",2.38,"140,270,679",2.94,"111,568,807",15.09,
2022,2021,472800,Islip,,Suffolk,472813,Central Islip,Full Value,"188,533,767",2.38,"140,270,679",2.94,"93,315,810",24.79,
2022,2021,472800,Islip,,Suffolk,472814,Fire Island,Full Value,"188,533,767",2.38,"140,270,679",2.94,"3,514,016",1.62,
2022,2021,473000,Riverhead,,Suffolk,472235,Eastport- South Manor,Full Value,"4,828,393",2.38,"59,257,543",8.37,"11,266",21.07,
2022,2021,473000,Riverhead,,Suffolk,473001,Shoreham-Wading River,Full Value,"4,828,393",2.38,"59,257,543",8.37,"15,958,447",18.70,
2022,2021,473000,Riverhead,,Suffolk,473002,Riverhead,Full Value,"4,828,393",2.38,"59,257,543",8.37,"87,801,376",13.77,
2022,2021,473000,Riverhead,,Suffolk,473812,Mattituck-Cutchogue,Full Value,"4,828,393",2.38,"59,257,543",8.37,"470,557",8.13,
2022,2021,473200,Shelter Island,,Suffolk,473201,Shelter Island,Full Value,"585,492",2.38,"10,515,805",2.79,"11,016,572",2.91,
2022,2021,473400,Smithtown,,Suffolk,472201,Three Village,Full Value,"76,875,193",2.38,"80,633,418",3.65,"2,519,933",21.40,
2022,2021,473400,Smithtown,,Suffolk,472205,Sachem,Full Value,"76,875,193",2.38,"80,633,418",3.65,"7,150,318",16.76,
2022,2021,473400,Smithtown,,Suffolk,472610,Commack,Full Value,"76,875,193",2.38,"80,633,418",3.65,"90,494,510",21.35,
2022,2021,473400,Smithtown,,Suffolk,472806,Hauppauge,Full Value,"76,875,193",2.38,"80,633,418",3.65,"49,065,302",14.67,
2022,2021,473400,Smithtown,,Suffolk,473401,Smithtown,Full Value,"76,875,193",2.38,"80,633,418",3.65,"204,979,539",19.26,
2022,2021,473400,Smithtown,,Suffolk,473405,Kings Park,Full Value,"76,875,193",2.38,"80,633,418",3.65,"75,179,355",17.56,
2022,2021,473600,Southampton,,Suffolk,472235,Eastport- South Manor,Full Value,"14,741,955",2.38,"84,542,021",1.14,"6,551,933",22.10,
2022,2021,473600,Southampton,,Suffolk,472402,Wainscott,Full Value,"14,741,955",2.38,"84,542,021",1.14,"238,841",1.07,
2022,2021,473600,Southampton,,Suffolk,472405,Sag Harbor,Full Value,"14,741,955",2.38,"84,542,021",1.14,"36,253,054",4.55,
2022,2021,473600,Southampton,,Suffolk,473002,Riverhead,Full Value,"14,741,955",2.38,"84,542,021",1.14,"14,967,943",13.77,
2022,2021,473600,Southampton,,Suffolk,473601,Remsenburg-Speonk,Full Value,"14,741,955",2.38,"84,542,021",1.14,"13,197,240",5.48,
2022,2021,473600,Southampton,,Suffolk,473602,Westhampton Beach,Full Value,"14,741,955",2.38,"84,542,021",1.14,"31,878,406",5.94,
2022,2021,473600,Southampton,,Suffolk,473603,Quogue,Full Value,"14,741,955",2.38,"84,542,021",1.14,"8,007,904",1.87,
2022,2021,473600,Southampton,,Suffolk,473605,Hampton Bays,Full Value,"14,741,955",2.38,"84,542,021",1.14,"47,124,319",12.26,
2022,2021,473600,Southampton,,Suffolk,473606,Southhampton,Full Value,"14,741,955",2.38,"84,542,021",1.14,"59,933,686",2.07,
2022,2021,473600,Southampton,,Suffolk,473609,Bridgehampton,Full Value,"14,741,955",2.38,"84,542,021",1.14,"17,489,822",1.94,
2022,2021,473600,Southampton,,Suffolk,473610,Sagaponack,Full Value,"14,741,955",2.38,"84,542,021",1.14,"1,400,589",0.23,
2022,2021,473600,Southampton,,Suffolk,473613,Tuckahoe Common,Full Value,"14,741,955",2.38,"84,542,021",1.14,"18,896,730",6.42,
2022,2021,473600,Southampton,,Suffolk,473617,East Quogue,Full Value,"14,741,955",2.38,"84,542,021",1.14,"22,969,402",10.52,
2022,2021,473800,Southold,,Suffolk,473802,Oysterponds,Full Value,"3,725,097",2.38,"40,508,614",3.21,"4,739,041",2.94,
2022,2021,473800,Southold,,Suffolk,473804,Fishers Island,Full Value,"3,725,097",2.38,"40,508,614",3.21,"3,334,828",3.48,
2022,2021,473800,Southold,,Suffolk,473805,Southold,Full Value,"3,725,097",2.38,"40,508,614",3.21,"28,106,000",8.11,
2022,2021,473800,Southold,,Suffolk,473810,Greenport,Full Value,"3,725,097",2.38,"40,508,614",3.21,"16,051,526",8.82,
2022,2021,473800,Southold,,Suffolk,473812,Mattituck-Cutchogue,Full Value,"3,725,097",2.38,"40,508,614",3.21,"37,558,185",8.13,
2022,2021,473800,Southold,,Suffolk,473815,New Suffolk,Full Value,"3,725,097",2.38,"40,508,614",3.21,"929,500",3.28,
2022,2021,482000,Bethel,,Sullivan,483601,Liberty,Full Value,"6,445,103",7.84,"4,798,169",5.77,"2,324,731",24.52,
2022,2021,482000,Bethel,,Sullivan,484601,Monticello,Full Value,"6,445,103",7.84,"4,798,169",5.77,"9,615,810",15.55,
2022,2021,482000,Bethel,,Sullivan,484802,Sullivan West,Full Value,"6,445,103",7.84,"4,798,169",5.77,"1,584,869",12.88,
2022,2021,482200,Callicoon,,Sullivan,484401,Roscoe,Full Value,"2,925,069",7.84,"2,288,423",6.15,"236,649",14.76,
2022,2021,482200,Callicoon,,Sullivan,484402,Livingston Manor,Full Value,"2,925,069",7.84,"2,288,423",6.15,"824,990",15.71,
2022,2021,482200,Callicoon,,Sullivan,484802,Sullivan West,Full Value,"2,925,069",7.84,"2,288,423",6.15,"3,949,499",12.88,
2022,2021,482400,Cochecton,,Sullivan,484802,Sullivan West,Full Value,"1,754,602",7.84,"1,158,176",5.14,"2,919,420",12.88,
2022,2021,482600,Delaware,,Sullivan,484802,Sullivan West,Full Value,"2,626,678",7.84,"1,863,388",5.92,"4,080,272",12.88,
2022,2021,482800,Fallsburgh,,Sullivan,482801,Fallsburg,Full Value,"8,425,301",7.84,"12,084,660",11.32,"18,725,870",21.64,
2022,2021,482800,Fallsburgh,,Sullivan,483601,Liberty,Full Value,"8,425,301",7.84,"12,084,660",11.32,"521,148",24.52,
2022,2021,482800,Fallsburgh,,Sullivan,484201,Tri-Valley,Full Value,"8,425,301",7.84,"12,084,660",11.32,"2,819,441",16.78,
2022,2021,482800,Fallsburgh,,Sullivan,484601,Monticello,Full Value,"8,425,301",7.84,"12,084,660",11.32,"327,856",15.55,
2022,2021,483000,Forestburgh,,Sullivan,331300,Port Jervis,Full Value,"1,765,896",7.84,"1,209,252",5.26,"1,001,750",25.38,
2022,2021,483000,Forestburgh,,Sullivan,484601,Monticello,Full Value,"1,765,896",7.84,"1,209,252",5.26,"2,971,917",15.55,
2022,2021,483200,Fremont,,Sullivan,484401,Roscoe,Full Value,"2,052,347",7.84,"988,222",3.8,"1,485,952",14.76,
2022,2021,483200,Fremont,,Sullivan,484802,Sullivan West,Full Value,"2,052,347",7.84,"988,222",3.8,"2,077,224",12.88,
2022,2021,483400,Highland,,Sullivan,483401,Eldred,Full Value,"3,718,475",7.84,"2,212,267",4.58,"6,479,841",13.35,
2022,2021,483600,Liberty,,Sullivan,483601,Liberty,Full Value,"5,395,458",7.84,"5,286,101",7.86,"15,512,536",24.52,
2022,2021,483600,Liberty,,Sullivan,484201,Tri-Valley,Full Value,"5,395,458",7.84,"5,286,101",7.86,"61,777",16.78,
2022,2021,483600,Liberty,,Sullivan,484402,Livingston Manor,Full Value,"5,395,458",7.84,"5,286,101",7.86,"436,350",15.71,
2022,2021,483600,Liberty,,Sullivan,484802,Sullivan West,Full Value,"5,395,458",7.84,"5,286,101",7.86,"161,053",12.88,
2022,2021,483800,Lumberland,,Sullivan,483401,Eldred,Full Value,"2,985,164",7.84,"2,625,446",6.8,"5,184,018",13.34,
2022,2021,484000,Mamakating,,Sullivan,331300,Port Jervis,Full Value,"8,495,744",7.84,"4,823,729",4.46,"1,879,420",25.38,
2022,2021,484000,Mamakating,,Sullivan,332601,Pine Bush,Full Value,"8,495,744",7.84,"4,823,729",4.46,"10,348,153",20.57,
2022,2021,484000,Mamakating,,Sullivan,333801,Minisink Valley,Full Value,"8,495,744",7.84,"4,823,729",4.46,"1,061,227",21.17,
2022,2021,484000,Mamakating,,Sullivan,482801,Fallsburg,Full Value,"8,495,744",7.84,"4,823,729",4.46,"518,329",21.64,
2022,2021,484000,Mamakating,,Sullivan,484601,Monticello,Full Value,"8,495,744",7.84,"4,823,729",4.46,"5,483,406",15.55,
2022,2021,484000,Mamakating,,Sullivan,515602,Ellenville,Full Value,"8,495,744",7.84,"4,823,729",4.46,"2,141,433",20.38,
2022,2021,484200,Neversink,,Sullivan,483601,Liberty,Full Value,"6,980,107",7.84,"4,157,424",4.56,"161,302",24.52,
2022,2021,484200,Neversink,,Sullivan,484201,Tri-Valley,Full Value,"6,980,107",7.84,"4,157,424",4.56,"14,809,879",16.78,
2022,2021,484200,Neversink,,Sullivan,484402,Livingston Manor,Full Value,"6,980,107",7.84,"4,157,424",4.56,"405,385",15.71,
2022,2021,484400,Rockland,,Sullivan,483601,Liberty,Full Value,"3,468,038",7.84,"3,206,190",7.24,"134,320",24.52,
2022,2021,484400,Rockland,,Sullivan,484401,Roscoe,Full Value,"3,468,038",7.84,"3,206,190",7.24,"1,651,882",14.76,
2022,2021,484400,Rockland,,Sullivan,484402,Livingston Manor,Full Value,"3,468,038",7.84,"3,206,190",7.24,"5,156,098",15.71,
2022,2021,484600,Thompson,,Sullivan,482801,Fallsburg,Full Value,"12,706,021",7.84,"15,254,312",9.43,"72,464",21.64,
2022,2021,484600,Thompson,,Sullivan,483601,Liberty,Full Value,"12,706,021",7.84,"15,254,312",9.43,"106,124",24.52,
2022,2021,484600,Thompson,,Sullivan,484601,Monticello,Full Value,"12,706,021",7.84,"15,254,312",9.43,"25,127,381",15.55,
2022,2021,484800,Tusten,,Sullivan,483401,Eldred,Full Value,"1,902,075",7.84,"1,326,991",5.53,"176,223",13.35,
2022,2021,484800,Tusten,,Sullivan,484802,Sullivan West,Full Value,"1,902,075",7.84,"1,326,991",5.53,"2,939,194",12.88,
2022,2021,492000,Barton,,Tioga,492001,Waverly,Full Value,"3,686,394",8.85,"905,694",2.18,"5,181,010",14.43,
2022,2021,492000,Barton,,Tioga,493401,Spencer-Van Etten,Full Value,"3,686,394",8.85,"905,694",2.18,"253,381",17.37,
2022,2021,492000,Barton,,Tioga,493603,Tioga,Full Value,"3,686,394",8.85,"905,694",2.18,"563,563",11.51,
2022,2021,492200,Berkshire,,Tioga,492602,Newark Valley,Full Value,"661,350",8.85,"443,799",5.85,"1,516,606",19.74,
2022,2021,492400,Candor,,Tioga,492401,Candor,Full Value,"2,511,558",8.85,"2,017,349",7.1,"5,113,692",21.99,
2022,2021,492400,Candor,,Tioga,492602,Newark Valley,Full Value,"2,511,558",8.85,"2,017,349",7.1,"558,322",19.74,
2022,2021,492400,Candor,,Tioga,493001,Owego-Apalachin,Full Value,"2,511,558",8.85,"2,017,349",7.1,"130,633",19.75,
2022,2021,492400,Candor,,Tioga,493603,Tioga,Full Value,"2,511,558",8.85,"2,017,349",7.1,"218,390",11.51,
2022,2021,492400,Candor,,Tioga,500700,Ithaca,Full Value,"2,511,558",8.85,"2,017,349",7.1,"48,541",16.84,
2022,2021,492600,Newark Valley,,Tioga,33801,Maine-Endwell,Full Value,"1,534,601",8.85,"747,239",4.3,"143,916",28.38,
2022,2021,492600,Newark Valley,,Tioga,492602,Newark Valley,Full Value,"1,534,601",8.85,"747,239",4.3,"3,356,035",19.74,
2022,2021,492600,Newark Valley,,Tioga,493001,Owego-Apalachin,Full Value,"1,534,601",8.85,"747,239",4.3,"30,594",19.75,
2022,2021,492800,Nichols,,Tioga,493001,Owego-Apalachin,Full Value,"1,238,185",8.85,"230,227",1.65,"676,519",19.75,
2022,2021,492800,Nichols,,Tioga,493603,Tioga,Full Value,"1,238,185",8.85,"230,227",1.65,"1,234,195",11.52,
2022,2021,493000,Owego,,Tioga,33801,Maine-Endwell,Full Value,"11,127,293",8.85,"3,403,851",2.74,"315,894",28.38,
2022,2021,493000,Owego,,Tioga,34601,Union-Endicott,Full Value,"11,127,293",8.85,"3,403,851",2.74,"5,703,652",27.73,
2022,2021,493000,Owego,,Tioga,34801,Vestal,Full Value,"11,127,293",8.85,"3,403,851",2.74,"4,923,386",21.57,
2022,2021,493000,Owego,,Tioga,492602,Newark Valley,Full Value,"11,127,293",8.85,"3,403,851",2.74,"1,068,593",19.74,
2022,2021,493000,Owego,,Tioga,493001,Owego-Apalachin,Full Value,"11,127,293",8.85,"3,403,851",2.74,"15,229,556",19.75,
2022,2021,493200,Richford,,Tioga,34401,Whitney Point,Full Value,"465,735",8.85,"725,671",9.91,"116,395",19.21,
2022,2021,493200,Richford,,Tioga,113401,Marathon,Full Value,"465,735",8.85,"725,671",9.91,"28,890",14.01,
2022,2021,493200,Richford,,Tioga,492602,Newark Valley,Full Value,"465,735",8.85,"725,671",9.91,"1,228,574",19.74,
2022,2021,493200,Richford,,Tioga,500700,Ithaca,Full Value,"465,735",8.85,"725,671",9.91,"34,780",16.84,
2022,2021,493200,Richford,,Tioga,502401,Dryden,Full Value,"465,735",8.85,"725,671",9.91,"35,913",21.72,
2022,2021,493400,Spencer,,Tioga,492401,Candor,Full Value,"1,668,940",8.85,"1,212,862",6.34,"86,563",21.99,
2022,2021,493400,Spencer,,Tioga,493401,Spencer-Van Etten,Full Value,"1,668,940",8.85,"1,212,862",6.34,"3,255,931",17.37,
2022,2021,493400,Spencer,,Tioga,503401,Newfield,Full Value,"1,668,940",8.85,"1,212,862",6.34,70,18.49,
2022,2021,493600,Tioga,,Tioga,492401,Candor,Full Value,"2,353,951",8.85,"870,070",3.29,"121,171",21.99,
2022,2021,493600,Tioga,,Tioga,493001,Owego-Apalachin,Full Value,"2,353,951",8.85,"870,070",3.29,"1,832,911",19.75,
2022,2021,493600,Tioga,,Tioga,493401,Spencer-Van Etten,Full Value,"2,353,951",8.85,"870,070",3.29,"189,726",17.37,
2022,2021,493600,Tioga,,Tioga,493603,Tioga,Full Value,"2,353,951",8.85,"870,070",3.29,"1,849,167",11.52,
2022,2021,500700,Ithaca,,Tompkins,500700,Ithaca,Full Value,"13,676,542",5.2,"27,360,142",12.21,"37,783,110",16.84,
2022,2021,502000,Caroline,,Tompkins,492401,Candor,Full Value,"700,051",5.2,"1,823,469",6.68,"623,801",21.99,
2022,2021,502000,Caroline,,Tompkins,492602,Newark Valley,Full Value,"700,051",5.2,"1,823,469",6.68,"345,629",19.74,
2022,2021,502000,Caroline,,Tompkins,500700,Ithaca,Full Value,"700,051",5.2,"1,823,469",6.68,"3,787,500",16.84,
2022,2021,502000,Caroline,,Tompkins,502401,Dryden,Full Value,"700,051",5.2,"1,823,469",6.68,"101,481",21.72,
2022,2021,502200,Danby,,Tompkins,492401,Candor,Full Value,"1,074,979",5.2,"2,176,117",6.5,"18,261",21.99,
2022,2021,502200,Danby,,Tompkins,493401,Spencer-Van Etten,Full Value,"1,074,979",5.2,"2,176,117",6.5,"558,103",17.37,
2022,2021,502200,Danby,,Tompkins,500700,Ithaca,Full Value,"1,074,979",5.2,"2,176,117",6.5,"4,770,654",16.84,
2022,2021,502200,Danby,,Tompkins,503401,Newfield,Full Value,"1,074,979",5.2,"2,176,117",6.5,"396,312",18.49,
2022,2021,502400,Dryden,,Tompkins,110200,Cortland,Full Value,"3,667,569",5.2,"8,174,389",7.17,"14,983",16.94,
2022,2021,502400,Dryden,,Tompkins,500700,Ithaca,Full Value,"3,667,569",5.2,"8,174,389",7.17,"6,298,003",16.84,
2022,2021,502400,Dryden,,Tompkins,502401,Dryden,Full Value,"3,667,569",5.2,"8,174,389",7.17,"16,272,851",21.72,
2022,2021,502400,Dryden,,Tompkins,502801,Groton,Full Value,"3,667,569",5.2,"8,174,389",7.17,"384,839",19.06,
2022,2021,502400,Dryden,,Tompkins,503201,Lansing,Full Value,"3,667,569",5.2,"8,174,389",7.17,"153,461",20.99,
2022,2021,502600,Enfield,,Tompkins,442001,Odessa-Montour,Full Value,"357,058",5.2,"1,967,107",9.09,"115,592",14.53,
2022,2021,502600,Enfield,,Tompkins,500700,Ithaca,Full Value,"357,058",5.2,"1,967,107",9.09,"2,501,817",16.84,
2022,2021,502600,Enfield,,Tompkins,503401,Newfield,Full Value,"357,058",5.2,"1,967,107",9.09,"65,125",18.49,
2022,2021,502600,Enfield,,Tompkins,503601,Trumansburg,Full Value,"357,058",5.2,"1,967,107",9.09,"1,036,880",18.08,
2022,2021,502800,Groton,,Tompkins,113001,Homer,Full Value,"1,560,682",5.2,"1,760,519",5.49,"60,918",17.99,
2022,2021,502800,Groton,,Tompkins,502401,Dryden,Full Value,"1,560,682",5.2,"1,760,519",5.49,"1,090,912",21.72,
2022,2021,502800,Groton,,Tompkins,502801,Groton,Full Value,"1,560,682",5.2,"1,760,519",5.49,"5,193,361",19.06,
2022,2021,502800,Groton,,Tompkins,503201,Lansing,Full Value,"1,560,682",5.2,"1,760,519",5.49,"42,820",20.99,
2022,2021,503000,Ithaca,,Tompkins,500700,Ithaca,Full Value,"10,354,011",5.2,"10,628,507",6.27,"28,615,320",16.84,
2022,2021,503000,Ithaca,,Tompkins,503401,Newfield,Full Value,"10,354,011",5.2,"10,628,507",6.27,"5,636",18.49,
2022,2021,503200,Lansing,,Tompkins,53001,Southern Cayuga,Full Value,"9,281,671",5.2,"3,055,071",2.01,"43,167",11.52,
2022,2021,503200,Lansing,,Tompkins,54201,Moravia,Full Value,"9,281,671",5.2,"3,055,071",2.01,"11,555",14.16,
2022,2021,503200,Lansing,,Tompkins,500700,Ithaca,Full Value,"9,281,671",5.2,"3,055,071",2.01,"8,651,397",16.84,
2022,2021,503200,Lansing,,Tompkins,502801,Groton,Full Value,"9,281,671",5.2,"3,055,071",2.01,"63,871",19.06,
2022,2021,503200,Lansing,,Tompkins,503201,Lansing,Full Value,"9,281,671",5.2,"3,055,071",2.01,"21,051,839",20.99,
2022,2021,503400,Newfield,,Tompkins,493401,Spencer-Van Etten,Full Value,"566,988",5.2,"2,586,829",7.85,"169,852",17.37,
2022,2021,503400,Newfield,,Tompkins,500700,Ithaca,Full Value,"566,988",5.2,"2,586,829",7.85,"8,744",16.84,
2022,2021,503400,Newfield,,Tompkins,503401,Newfield,Full Value,"566,988",5.2,"2,586,829",7.85,"5,970,823",18.49,
2022,2021,503600,Ulysses,,Tompkins,500700,Ithaca,Full Value,"3,398,557",5.2,"1,510,530",2.72,"2,996,317",16.84,
2022,2021,503600,Ulysses,,Tompkins,503601,Trumansburg,Full Value,"3,398,557",5.2,"1,510,530",2.72,"6,868,864",18.08,
2022,2021,510800,Kingston,,Ulster,510800,Kingston,Full Value,"7,151,974",3.52,"17,650,940",8.61,"42,478,240",20.59,
2022,2021,512000,Denning,,Ulster,484201,Tri-Valley,Full Value,"606,365",3.52,"1,021,772",5.84,"2,930,942",16.78,
2022,2021,512200,Esopus,,Ulster,510800,Kingston,Full Value,"3,391,210",3.52,"3,859,051",3.96,"15,719,879",18.78,
2022,2021,512200,Esopus,,Ulster,513203,Highland,Full Value,"3,391,210",3.52,"3,859,051",3.96,"1,344,087",22.19,
2022,2021,512200,Esopus,,Ulster,513801,New Paltz,Full Value,"3,391,210",3.52,"3,859,051",3.96,"2,041,948",19.81,
2022,2021,512400,Gardiner,,Ulster,332601,Pine Bush,Full Value,"3,440,219",3.52,"1,935,300",1.96,"242,271",20.57,
2022,2021,512400,Gardiner,,Ulster,513801,New Paltz,Full Value,"3,440,219",3.52,"1,935,300",1.96,"14,483,695",19.81,
2022,2021,512400,Gardiner,,Ulster,515201,Wallkill,Full Value,"3,440,219",3.52,"1,935,300",1.96,"5,802,714",23.45,
2022,2021,512600,Hardenburgh,,Ulster,124601,Margaretville,Full Value,"595,696",3.52,"1,070,163",6.22,"528,702",8.40,
2022,2021,512600,Hardenburgh,,Ulster,484402,Livingston Manor,Full Value,"595,696",3.52,"1,070,163",6.22,"1,716,884",15.71,
2022,2021,512800,Hurley,,Ulster,510800,Kingston,Full Value,"3,020,875",3.52,"2,342,498",2.69,"5,367,782",18.39,
2022,2021,512800,Hurley,,Ulster,514001,Onteora,Full Value,"3,020,875",3.52,"2,342,498",2.69,"6,462,344",11.23,
2022,2021,513000,Kingston,,Ulster,510800,Kingston,Full Value,"354,528",3.52,"727,509",7.13,"2,033,003",19.87,
2022,2021,513200,Lloyd,,Ulster,513203,Highland,Full Value,"4,067,287",3.52,"7,212,120",6.25,"25,285,196",22.19,
2022,2021,513200,Lloyd,,Ulster,513801,New Paltz,Full Value,"4,067,287",3.52,"7,212,120",6.25,"558,446",19.81,
2022,2021,513400,Marbletown,,Ulster,510800,Kingston,Full Value,"3,864,535",3.52,"2,347,077",2.12,"27,092",17.64,
2022,2021,513400,Marbletown,,Ulster,513401,Rondout Valley,Full Value,"3,864,535",3.52,"2,347,077",2.12,"18,394,353",16.88,
2022,2021,513400,Marbletown,,Ulster,514001,Onteora,Full Value,"3,864,535",3.52,"2,347,077",2.12,"296,005",11.23,
2022,2021,513600,Marlborough,,Ulster,513203,Highland,Full Value,"3,055,973",3.52,"6,367,182",7.35,"610,195",22.19,
2022,2021,513600,Marlborough,,Ulster,513601,Marlboro,Full Value,"3,055,973",3.52,"6,367,182",7.35,"20,795,669",24.88,
2022,2021,513800,New Paltz,,Ulster,510800,Kingston,Full Value,"4,746,282",3.52,"10,544,487",7.76,"52,205",19.01,
2022,2021,513800,New Paltz,,Ulster,513203,Highland,Full Value,"4,746,282",3.52,"10,544,487",7.76,"296,909",22.19,
2022,2021,513800,New Paltz,,Ulster,513801,New Paltz,Full Value,"4,746,282",3.52,"10,544,487",7.76,"26,718,225",19.81,
2022,2021,514000,Olive,,Ulster,514001,Onteora,Full Value,"4,467,866",3.52,"4,692,023",3.65,"14,438,143",11.23,
2022,2021,514200,Plattekill,,Ulster,513203,Highland,Full Value,"2,821,325",3.52,"2,600,764",3.25,"2,331,530",22.19,
2022,2021,514200,Plattekill,,Ulster,513601,Marlboro,Full Value,"2,821,325",3.52,"2,600,764",3.25,"1,313,806",24.88,
2022,2021,514200,Plattekill,,Ulster,513801,New Paltz,Full Value,"2,821,325",3.52,"2,600,764",3.25,"346,732",19.81,
2022,2021,514200,Plattekill,,Ulster,515201,Wallkill,Full Value,"2,821,325",3.52,"2,600,764",3.25,"14,858,922",23.45,
2022,2021,514400,Rochester,,Ulster,484201,Tri-Valley,Full Value,"3,302,506",3.52,"1,928,198",2.05,"38,765",16.78,
2022,2021,514400,Rochester,,Ulster,513401,Rondout Valley,Full Value,"3,302,506",3.52,"1,928,198",2.05,"15,704,311",16.88,
2022,2021,514400,Rochester,,Ulster,513801,New Paltz,Full Value,"3,302,506",3.52,"1,928,198",2.05,"430,358",19.81,
