Fiscal Year Ending,Roll Year,SWIS,Municipality,Village,County,School Code,School Name,Type of Value on which Tax Rates are applied,County Tax Levy,County Tax Rate Outside Village (per $1000 value),Municipality Tax Levy,Municipal Tax Rate Outside Village (per $1000 value),School District Tax Levy,School District Tax Rate (per $1000 value),Village Tax Rate (per $1000 value)
2022,2021,514400,Rochester,,Ulster,515602,Ellenville,Full Value,"3,302,506",3.52,"1,928,198",2.05,"176,603",20.38,
2022,2021,514600,Rosendale,,Ulster,510800,Kingston,Full Value,"2,095,124",3.52,"3,084,296",5.21,"6,260,740",18.80,
2022,2021,514600,Rosendale,,Ulster,513401,Rondout Valley,Full Value,"2,095,124",3.52,"3,084,296",5.21,"4,189,122",16.88,
2022,2021,514600,Rosendale,,Ulster,513801,New Paltz,Full Value,"2,095,124",3.52,"3,084,296",5.21,"405,796",19.81,
2022,2021,514800,Saugerties,,Ulster,510800,Kingston,Full Value,"7,182,926",3.52,"12,962,922",6.35,"185,289",18.71,
2022,2021,514800,Saugerties,,Ulster,514801,Saugerties,Full Value,"7,182,926",3.52,"12,962,922",6.35,"37,531,026",18.27,
2022,2021,515000,Shandaken,,Ulster,124601,Margaretville,Full Value,"2,623,634",3.52,"4,294,525",5.7,"122,929",8.40,
2022,2021,515000,Shandaken,,Ulster,514001,Onteora,Full Value,"2,623,634",3.52,"4,294,525",5.7,"8,305,801",11.23,
2022,2021,515200,Shawangunk,,Ulster,332601,Pine Bush,Full Value,"3,674,274",3.52,"4,303,786",4.07,"10,436,153",20.57,
2022,2021,515200,Shawangunk,,Ulster,334201,Valley,Full Value,"3,674,274",3.52,"4,303,786",4.07,"308,604",20.42,
2022,2021,515200,Shawangunk,,Ulster,515201,Wallkill,Full Value,"3,674,274",3.52,"4,303,786",4.07,"12,664,826",23.45,
2022,2021,515400,Ulster,,Ulster,510800,Kingston,Full Value,"5,315,489",3.52,"11,737,532",7.68,"30,568,936",21.02,
2022,2021,515400,Ulster,,Ulster,514801,Saugerties,Full Value,"5,315,489",3.52,"11,737,532",7.68,"1,791,896",18.27,
2022,2021,515600,Wawarsing,,Ulster,482801,Fallsburg,Full Value,"4,454,221",3.52,"6,872,069",5.34,"423,054",21.64,
2022,2021,515600,Wawarsing,,Ulster,484201,Tri-Valley,Full Value,"4,454,221",3.52,"6,872,069",5.34,"325,756",16.78,
2022,2021,515600,Wawarsing,,Ulster,513401,Rondout Valley,Full Value,"4,454,221",3.52,"6,872,069",5.34,"1,877,766",16.88,
2022,2021,515600,Wawarsing,,Ulster,515602,Ellenville,Full Value,"4,454,221",3.52,"6,872,069",5.34,"23,099,164",20.38,
2022,2021,515800,Woodstock,,Ulster,510800,Kingston,Full Value,"6,133,027",3.52,"6,698,321",3.8,"4,681,194",18.00,
2022,2021,515800,Woodstock,,Ulster,514001,Onteora,Full Value,"6,133,027",3.52,"6,698,321",3.8,"15,567,861",11.23,
2022,2021,515800,Woodstock,,Ulster,514801,Saugerties,Full Value,"6,133,027",3.52,"6,698,321",3.8,"2,197,199",18.27,
2022,2021,520500,Glens Falls,,Warren,520500,Glens Falls,Full Value,"4,099,082",3.82,"10,774,008",10.21,"15,669,161",18.32,
2022,2021,520500,Glens Falls,,Warren,523402,Queensbury,Full Value,"4,099,082",3.82,"10,774,008",10.21,"47,955",15.79,
2022,2021,520500,Glens Falls,,Warren,523418,Glens Falls Common,Full Value,"4,099,082",3.82,"10,774,008",10.21,"3,052,892",14.34,
2022,2021,522000,Bolton,,Warren,522001,Bolton,Full Value,"6,744,811",3.82,"853,454",0.45,"7,891,249",4.71,
2022,2021,522000,Bolton,,Warren,522201,Lake George,Full Value,"6,744,811",3.82,"853,454",0.45,"1,254,393",6.24,
2022,2021,522000,Bolton,,Warren,524001,Warrensburg,Full Value,"6,744,811",3.82,"853,454",0.45,"358,699",12.86,
2022,2021,522200,Lake George,,Warren,522201,Lake George,Full Value,"5,404,584",3.82,"3,055,829",2.2,"8,402,436",6.24,
2022,2021,522200,Lake George,,Warren,524001,Warrensburg,Full Value,"5,404,584",3.82,"3,055,829",2.2,"721,014",12.86,
2022,2021,522400,Chester,,Warren,153401,Minerva,Full Value,"2,927,781",3.82,"1,480,004",1.97,"125,202",10.89,
2022,2021,522400,Chester,,Warren,154601,Schroon Lake,Full Value,"2,927,781",3.82,"1,480,004",1.97,"57,387",8.08,
2022,2021,522400,Chester,,Warren,522402,North Warren,Full Value,"2,927,781",3.82,"1,480,004",1.97,"4,678,416",6.66,
2022,2021,522400,Chester,,Warren,523001,Johnsburg,Full Value,"2,927,781",3.82,"1,480,004",1.97,"403,739",11.96,
2022,2021,522400,Chester,,Warren,524001,Warrensburg,Full Value,"2,927,781",3.82,"1,480,004",1.97,"82,676",12.86,
2022,2021,522600,Hague,,Warren,154801,Ticonderoga,Full Value,"2,085,668",3.82,"297,215",0.49,"6,218,305",10.28,
2022,2021,522600,Hague,,Warren,522001,Bolton,Full Value,"2,085,668",3.82,"297,215",0.49,"62,601",4.71,
2022,2021,522600,Hague,,Warren,522402,North Warren,Full Value,"2,085,668",3.82,"297,215",0.49,"28,331",6.66,
2022,2021,522800,Horicon,,Warren,522001,Bolton,Full Value,"2,571,623",3.82,"871,873",1.32,"6,606",4.71,
2022,2021,522800,Horicon,,Warren,522402,North Warren,Full Value,"2,571,623",3.82,"871,873",1.32,"4,337,986",6.66,
2022,2021,522800,Horicon,,Warren,524001,Warrensburg,Full Value,"2,571,623",3.82,"871,873",1.32,"146,658",12.86,
2022,2021,523000,Johnsburg,,Warren,522402,North Warren,Full Value,"1,838,919",3.82,"1,965,328",4.16,"11,592",6.66,
2022,2021,523000,Johnsburg,,Warren,523001,Johnsburg,Full Value,"1,838,919",3.82,"1,965,328",4.16,"5,555,608",11.96,
2022,2021,523000,Johnsburg,,Warren,524001,Warrensburg,Full Value,"1,838,919",3.82,"1,965,328",4.16,"155,330",12.86,
2022,2021,523200,Lake Luzerne,,Warren,412601,Corinth,Full Value,"1,741,807",3.82,"1,545,669",3.42,"376,971",12.11,
2022,2021,523200,Lake Luzerne,,Warren,523201,Hadley-Luzerne,Full Value,"1,741,807",3.82,"1,545,669",3.42,"4,304,443",10.14,
2022,2021,523400,Queensbury,,Warren,520500,Glens Falls,Full Value,"15,793,799",3.82,"7,635,958",1.89,"6,474,902",18.32,
2022,2021,523400,Queensbury,,Warren,522201,Lake George,Full Value,"15,793,799",3.82,"7,635,958",1.89,"8,995,406",6.24,
2022,2021,523400,Queensbury,,Warren,523402,Queensbury,Full Value,"15,793,799",3.82,"7,635,958",1.89,"36,940,078",15.79,
2022,2021,523400,Queensbury,,Warren,534401,Hudson Falls,Full Value,"15,793,799",3.82,"7,635,958",1.89,"102,713",12.39,
2022,2021,523600,Stony Creek,,Warren,523201,Hadley-Luzerne,Full Value,"562,700",3.82,"832,304",5.76,"1,337,453",10.15,
2022,2021,523600,Stony Creek,,Warren,524001,Warrensburg,Full Value,"562,700",3.82,"832,304",5.76,"180,909",12.86,
2022,2021,523800,Thurman,,Warren,522402,North Warren,Full Value,"698,931",3.82,"837,028",4.64,"8,983",6.66,
2022,2021,523800,Thurman,,Warren,523001,Johnsburg,Full Value,"698,931",3.82,"837,028",4.64,"253,645",11.96,
2022,2021,523800,Thurman,,Warren,524001,Warrensburg,Full Value,"698,931",3.82,"837,028",4.64,"2,058,372",12.86,
2022,2021,524000,Warrensburg,,Warren,522402,North Warren,Full Value,"1,419,213",3.82,"1,408,656",3.85,"282,032",6.66,
2022,2021,524000,Warrensburg,,Warren,523201,Hadley-Luzerne,Full Value,"1,419,213",3.82,"1,408,656",3.85,"37,064",10.15,
2022,2021,524000,Warrensburg,,Warren,524001,Warrensburg,Full Value,"1,419,213",3.82,"1,408,656",3.85,"4,208,079",12.86,
2022,2021,532000,Argyle,,Washington,532001,Argyle,Full Value,"2,128,388",6.8,"1,555,406",4.87,"4,428,944",14.43,
2022,2021,532000,Argyle,,Washington,533401,Greenwich,Full Value,"2,128,388",6.8,"1,555,406",4.87,"87,539",17.33,
2022,2021,532000,Argyle,,Washington,533801,Hartford,Full Value,"2,128,388",6.8,"1,555,406",4.87,"109,270",17.51,
2022,2021,532000,Argyle,,Washington,534401,Hudson Falls,Full Value,"2,128,388",6.8,"1,555,406",4.87,"30,316",12.39,
2022,2021,532200,Cambridge,,Washington,384201,Hoosic Valley,Full Value,"1,272,912",6.8,"757,562",4.19,"33,801",14.94,
2022,2021,532200,Cambridge,,Washington,533401,Greenwich,Full Value,"1,272,912",6.8,"757,562",4.19,"258,181",17.33,
2022,2021,532200,Cambridge,,Washington,535010,Cambridge,Full Value,"1,272,912",6.8,"757,562",4.19,"2,979,081",17.94,
2022,2021,532400,Dresden,,Washington,534601,Putnam,Full Value,"2,056,357",6.8,"868,938",2.74,"2,521",6.60,
2022,2021,532400,Dresden,,Washington,535201,Whitehall,Full Value,"2,056,357",6.8,"868,938",2.74,"3,296,153",10.36,
2022,2021,532600,Easton,,Washington,384201,Hoosic Valley,Full Value,"1,843,243",6.8,"938,017",3.35,"25,302",14.94,
2022,2021,532600,Easton,,Washington,415001,Schuylerville,Full Value,"1,843,243",6.8,"938,017",3.35,"696,214",17.46,
2022,2021,532600,Easton,,Washington,415201,Stillwater,Full Value,"1,843,243",6.8,"938,017",3.35,"185,765",12.83,
2022,2021,532600,Easton,,Washington,533401,Greenwich,Full Value,"1,843,243",6.8,"938,017",3.35,"3,906,590",17.33,
2022,2021,532600,Easton,,Washington,535010,Cambridge,Full Value,"1,843,243",6.8,"938,017",3.35,"28,169",17.95,
2022,2021,532800,Fort Ann,,Washington,522201,Lake George,Full Value,"4,302,307",6.8,"2,257,970",3.3,"1,804,906",6.24,
2022,2021,532800,Fort Ann,,Washington,532802,Fort Ann,Full Value,"4,302,307",6.8,"2,257,970",3.3,"5,140,464",13.35,
2022,2021,532800,Fort Ann,,Washington,533801,Hartford,Full Value,"4,302,307",6.8,"2,257,970",3.3,"41,200",17.51,
2022,2021,532800,Fort Ann,,Washington,534401,Hudson Falls,Full Value,"4,302,307",6.8,"2,257,970",3.3,"202,640",12.39,
2022,2021,532800,Fort Ann,,Washington,535201,Whitehall,Full Value,"4,302,307",6.8,"2,257,970",3.3,"25,509",10.36,
2022,2021,533000,Fort Edward,,Washington,415001,Schuylerville,Full Value,"2,681,978",6.8,"1,252,524",3.4,"248,177",17.46,
2022,2021,533000,Fort Edward,,Washington,532001,Argyle,Full Value,"2,681,978",6.8,"1,252,524",3.4,"363,249",14.43,
2022,2021,533000,Fort Edward,,Washington,533001,Fort Edward,Full Value,"2,681,978",6.8,"1,252,524",3.4,"3,391,833",20.42,
2022,2021,533000,Fort Edward,,Washington,533401,Greenwich,Full Value,"2,681,978",6.8,"1,252,524",3.4,"28,050",17.33,
2022,2021,533000,Fort Edward,,Washington,534401,Hudson Falls,Full Value,"2,681,978",6.8,"1,252,524",3.4,"2,096,855",12.38,
2022,2021,533200,Granville,,Washington,532802,Fort Ann,Full Value,"2,535,789",6.8,"1,298,679",3.43,"4,394",13.36,
2022,2021,533200,Granville,,Washington,533201,Granville,Full Value,"2,535,789",6.8,"1,298,679",3.43,"4,885,385",13.41,
2022,2021,533200,Granville,,Washington,533801,Hartford,Full Value,"2,535,789",6.8,"1,298,679",3.43,"394,311",17.51,
2022,2021,533200,Granville,,Washington,535201,Whitehall,Full Value,"2,535,789",6.8,"1,298,679",3.43,"7,978",10.36,
2022,2021,533400,Greenwich,,Washington,415001,Schuylerville,Full Value,"3,039,416",6.8,"1,333,698",3.0,"522,717",17.46,
2022,2021,533400,Greenwich,,Washington,532001,Argyle,Full Value,"3,039,416",6.8,"1,333,698",3.0,"40,244",14.43,
2022,2021,533400,Greenwich,,Washington,533401,Greenwich,Full Value,"3,039,416",6.8,"1,333,698",3.0,"7,161,830",17.33,
2022,2021,533400,Greenwich,,Washington,534801,Salem,Full Value,"3,039,416",6.8,"1,333,698",3.0,"170,225",16.17,
2022,2021,533600,Hampton,,Washington,533201,Granville,Full Value,"523,657",6.8,"413,590",5.23,"721,335",13.41,
2022,2021,533600,Hampton,,Washington,535201,Whitehall,Full Value,"523,657",6.8,"413,590",5.23,"277,929",10.32,
2022,2021,533800,Hartford,,Washington,532001,Argyle,Full Value,"1,049,834",6.8,"941,016",6.33,"38,995",14.43,
2022,2021,533800,Hartford,,Washington,532802,Fort Ann,Full Value,"1,049,834",6.8,"941,016",6.33,"61,756",13.35,
2022,2021,533800,Hartford,,Washington,533801,Hartford,Full Value,"1,049,834",6.8,"941,016",6.33,"2,530,485",17.51,
2022,2021,533800,Hartford,,Washington,534401,Hudson Falls,Full Value,"1,049,834",6.8,"941,016",6.33,"26,950",12.39,
2022,2021,534000,Hebron,,Washington,532001,Argyle,Full Value,"1,230,646",6.8,"783,982",4.53,"34,722",14.43,
2022,2021,534000,Hebron,,Washington,533201,Granville,Full Value,"1,230,646",6.8,"783,982",4.53,"855,814",13.41,
2022,2021,534000,Hebron,,Washington,533401,Greenwich,Full Value,"1,230,646",6.8,"783,982",4.53,896,17.33,
2022,2021,534000,Hebron,,Washington,533801,Hartford,Full Value,"1,230,646",6.8,"783,982",4.53,"380,705",17.51,
2022,2021,534000,Hebron,,Washington,534801,Salem,Full Value,"1,230,646",6.8,"783,982",4.53,"1,403,917",16.12,
2022,2021,534200,Jackson,,Washington,533401,Greenwich,Full Value,"1,181,266",6.8,"728,003",4.11,"250,266",17.33,
2022,2021,534200,Jackson,,Washington,534801,Salem,Full Value,"1,181,266",6.8,"728,003",4.11,"642,110",16.13,
2022,2021,534200,Jackson,,Washington,535010,Cambridge,Full Value,"1,181,266",6.8,"728,003",4.11,"2,226,053",17.94,
2022,2021,534400,Kingsbury,,Washington,532802,Fort Ann,Full Value,"5,434,691",6.8,"1,774,905",2.3,"141,379",13.35,
2022,2021,534400,Kingsbury,,Washington,533801,Hartford,Full Value,"5,434,691",6.8,"1,774,905",2.3,"271,660",17.51,
2022,2021,534400,Kingsbury,,Washington,534401,Hudson Falls,Full Value,"5,434,691",6.8,"1,774,905",2.3,"9,253,387",12.39,
2022,2021,534600,Putnam,,Washington,534601,Putnam,Full Value,"1,874,106",6.8,"1,101,568",3.73,"1,944,236",6.60,
2022,2021,534800,Salem,,Washington,533401,Greenwich,Full Value,"1,390,123",6.8,"1,255,106",6.19,534,17.33,
2022,2021,534800,Salem,,Washington,534801,Salem,Full Value,"1,390,123",6.8,"1,255,106",6.19,"2,993,922",16.12,
2022,2021,534800,Salem,,Washington,535010,Cambridge,Full Value,"1,390,123",6.8,"1,255,106",6.19,"383,760",17.94,
2022,2021,535000,White Creek,,Washington,382801,Hoosick Falls,Full Value,"1,437,307",6.8,"1,038,604",5.01,"746,677",19.54,
2022,2021,535000,White Creek,,Washington,535010,Cambridge,Full Value,"1,437,307",6.8,"1,038,604",5.01,"3,112,345",17.90,
2022,2021,535200,Whitehall,,Washington,533201,Granville,Full Value,"1,388,003",6.8,"942,340",4.8,"7,963",13.41,
2022,2021,535200,Whitehall,,Washington,535201,Whitehall,Full Value,"1,388,003",6.8,"942,340",4.8,"2,071,274",10.34,
2022,2021,542000,Arcadia,,Wayne,324001,Phelps-Clifton Springs,Full Value,"4,867,405",7.14,"3,091,477",4.49,"74,684",18.44,
2022,2021,542000,Arcadia,,Wayne,542001,Newark,Full Value,"4,867,405",7.14,"3,091,477",4.49,"11,868,758",18.12,
2022,2021,542000,Arcadia,,Wayne,542801,Lyons,Full Value,"4,867,405",7.14,"3,091,477",4.49,"195,822",16.54,
2022,2021,542000,Arcadia,,Wayne,543201,Marion,Full Value,"4,867,405",7.14,"3,091,477",4.49,"464,980",20.47,
2022,2021,542000,Arcadia,,Wayne,544201,Sodus,Full Value,"4,867,405",7.14,"3,091,477",4.49,"10,148",18.91,
2022,2021,542200,Butler,,Wayne,52401,Cato-Meridian,Full Value,"889,268",7.14,"552,888",4.44,"32,084",15.52,
2022,2021,542200,Butler,,Wayne,542401,Clyde-Savannah,Full Value,"889,268",7.14,"552,888",4.44,"93,322",18.67,
2022,2021,542200,Butler,,Wayne,544801,North Rose-Wolcott,Full Value,"889,268",7.14,"552,888",4.44,"1,392,544",14.29,
2022,2021,542200,Butler,,Wayne,544803,Red Creek,Full Value,"889,268",7.14,"552,888",4.44,"232,819",11.08,
2022,2021,542400,Galen,,Wayne,542401,Clyde-Savannah,Full Value,"1,429,927",7.14,"542,022",2.71,"3,448,755",18.67,
2022,2021,542400,Galen,,Wayne,542801,Lyons,Full Value,"1,429,927",7.14,"542,022",2.71,"289,887",16.54,
2022,2021,542600,Huron,,Wayne,544801,North Rose-Wolcott,Full Value,"2,227,264",7.14,"1,859,158",5.94,"4,500,697",14.29,
2022,2021,542800,Lyons,,Wayne,324001,Phelps-Clifton Springs,Full Value,"1,808,434",7.14,"1,322,965",5.25,"7,285",18.44,
2022,2021,542800,Lyons,,Wayne,542001,Newark,Full Value,"1,808,434",7.14,"1,322,965",5.25,"39,487",18.12,
2022,2021,542800,Lyons,,Wayne,542401,Clyde-Savannah,Full Value,"1,808,434",7.14,"1,322,965",5.25,280,18.66,
2022,2021,542800,Lyons,,Wayne,542801,Lyons,Full Value,"1,808,434",7.14,"1,322,965",5.25,"4,180,629",16.54,
2022,2021,542800,Lyons,,Wayne,544801,North Rose-Wolcott,Full Value,"1,808,434",7.14,"1,322,965",5.25,"11,330",14.29,
2022,2021,543000,Macedon,,Wayne,264201,Penfield,Full Value,"5,615,478",7.14,"3,866,420",4.96,"391,303",23.20,
2022,2021,543000,Macedon,,Wayne,324801,Victor,Full Value,"5,615,478",7.14,"3,866,420",4.96,"340,501",16.33,
2022,2021,543000,Macedon,,Wayne,543002,Gananda,Full Value,"5,615,478",7.14,"3,866,420",4.96,"5,602,795",26.70,
2022,2021,543000,Macedon,,Wayne,543401,Wayne,Full Value,"5,615,478",7.14,"3,866,420",4.96,"101,956",18.63,
2022,2021,543000,Macedon,,Wayne,543601,Palmyra-Macedon,Full Value,"5,615,478",7.14,"3,866,420",4.96,"11,940,103",22.31,
2022,2021,543200,Marion,,Wayne,542001,Newark,Full Value,"1,930,070",7.14,"1,748,151",6.45,"39,687",18.12,
2022,2021,543200,Marion,,Wayne,543201,Marion,Full Value,"1,930,070",7.14,"1,748,151",6.45,"5,443,153",20.47,
2022,2021,543200,Marion,,Wayne,544602,Williamson,Full Value,"1,930,070",7.14,"1,748,151",6.45,"112,338",22.34,
2022,2021,543400,Ontario,,Wayne,265401,Webster,Full Value,"6,739,506",7.14,"2,509,128",2.74,"47,759",19.57,
2022,2021,543400,Ontario,,Wayne,543201,Marion,Full Value,"6,739,506",7.14,"2,509,128",2.74,"22,815",20.47,
2022,2021,543400,Ontario,,Wayne,543401,Wayne,Full Value,"6,739,506",7.14,"2,509,128",2.74,"17,477,809",18.63,
2022,2021,543400,Ontario,,Wayne,544602,Williamson,Full Value,"6,739,506",7.14,"2,509,128",2.74,"105,037",22.34,
2022,2021,543600,Palmyra,,Wayne,542001,Newark,Full Value,"2,953,001",7.14,"1,638,741",3.93,"1,336,413",18.12,
2022,2021,543600,Palmyra,,Wayne,543201,Marion,Full Value,"2,953,001",7.14,"1,638,741",3.93,"636,805",20.47,
2022,2021,543600,Palmyra,,Wayne,543601,Palmyra-Macedon,Full Value,"2,953,001",7.14,"1,638,741",3.93,"7,065,898",22.31,
2022,2021,543800,Rose,,Wayne,542401,Clyde-Savannah,Full Value,"893,797",7.14,"1,009,050",7.91,"25,953",18.67,
2022,2021,543800,Rose,,Wayne,542801,Lyons,Full Value,"893,797",7.14,"1,009,050",7.91,83,16.54,
2022,2021,543800,Rose,,Wayne,544801,North Rose-Wolcott,Full Value,"893,797",7.14,"1,009,050",7.91,"1,826,677",14.29,
2022,2021,544000,Savannah,,Wayne,53801,Port Byron,Full Value,"641,705",7.14,"585,600",6.52,"41,173",17.65,
2022,2021,544000,Savannah,,Wayne,542401,Clyde-Savannah,Full Value,"641,705",7.14,"585,600",6.52,"1,417,287",18.67,
2022,2021,544000,Savannah,,Wayne,544801,North Rose-Wolcott,Full Value,"641,705",7.14,"585,600",6.52,"184,266",14.29,
2022,2021,544200,Sodus,,Wayne,542001,Newark,Full Value,"3,640,196",7.14,"2,188,505",4.24,"2,569",18.12,
2022,2021,544200,Sodus,,Wayne,542801,Lyons,Full Value,"3,640,196",7.14,"2,188,505",4.24,"226,669",16.54,
2022,2021,544200,Sodus,,Wayne,543201,Marion,Full Value,"3,640,196",7.14,"2,188,505",4.24,"186,711",20.47,
2022,2021,544200,Sodus,,Wayne,544201,Sodus,Full Value,"3,640,196",7.14,"2,188,505",4.24,"9,063,671",18.91,
2022,2021,544200,Sodus,,Wayne,544602,Williamson,Full Value,"3,640,196",7.14,"2,188,505",4.24,"294,140",22.34,
2022,2021,544200,Sodus,,Wayne,544801,North Rose-Wolcott,Full Value,"3,640,196",7.14,"2,188,505",4.24,"52,702",14.29,
2022,2021,544400,Walworth,,Wayne,264201,Penfield,Full Value,"4,898,186",7.14,"3,380,231",4.99,"2,634,883",23.20,
2022,2021,544400,Walworth,,Wayne,265401,Webster,Full Value,"4,898,186",7.14,"3,380,231",4.99,"416,517",19.57,
2022,2021,544400,Walworth,,Wayne,543002,Gananda,Full Value,"4,898,186",7.14,"3,380,231",4.99,"5,179,927",26.70,
2022,2021,544400,Walworth,,Wayne,543201,Marion,Full Value,"4,898,186",7.14,"3,380,231",4.99,"131,721",20.47,
2022,2021,544400,Walworth,,Wayne,543401,Wayne,Full Value,"4,898,186",7.14,"3,380,231",4.99,"6,525,419",18.63,
2022,2021,544400,Walworth,,Wayne,543601,Palmyra-Macedon,Full Value,"4,898,186",7.14,"3,380,231",4.99,"30,896",22.31,
2022,2021,544600,Williamson,,Wayne,543201,Marion,Full Value,"3,606,738",7.14,"1,859,633",3.68,"106,448",20.47,
2022,2021,544600,Williamson,,Wayne,543401,Wayne,Full Value,"3,606,738",7.14,"1,859,633",3.68,"571,019",18.63,
2022,2021,544600,Williamson,,Wayne,544602,Williamson,Full Value,"3,606,738",7.14,"1,859,633",3.68,"10,560,532",22.34,
2022,2021,544800,Wolcott,,Wayne,544801,North Rose-Wolcott,Full Value,"1,667,370",7.14,"1,320,839",5.6,"2,147,960",14.29,
2022,2021,544800,Wolcott,,Wayne,544803,Red Creek,Full Value,"1,667,370",7.14,"1,320,839",5.6,"989,570",11.08,
2022,2021,551000,New Rochelle,,Westchester,551000,New Rochelle,Full Value,"49,580,494",3.73,"66,228,817",5.85,"218,400,942",19.30,
2022,2021,551700,White Plains,,Westchester,551700,White Plains,Full Value,"42,709,903",3.73,"66,151,692",6.19,"197,235,072",18.41,
2022,2021,551800,Yonkers,,Westchester,551800,Yonkers,Full Value,"86,969,269",3.73,"128,546,426",5.87,"263,180,943",12.00,
2022,2021,552400,Eastchester,,Westchester,552403,Bronxville,Full Value,"34,799,064",3.73,"21,248,026",2.28,"44,588,988",14.26,
2022,2021,562000,Arcade,,Wyoming,48401,Yorkshire-Pioneer,Full Value,"2,750,107",10.31,"1,008,727",3.41,"3,581,859",11.92,
2022,2021,562200,Attica,,Wyoming,182202,Alexander,Full Value,"2,078,777",10.31,"847,758",3.81,"2,324",18.58,
2022,2021,562200,Attica,,Wyoming,562201,Attica,Full Value,"2,078,777",10.31,"847,758",3.81,"3,149,464",14.24,
2022,2021,562200,Attica,,Wyoming,563802,Wyoming,Full Value,"2,078,777",10.31,"847,758",3.81,"77,224",14.76,
2022,2021,562400,Bennington,,Wyoming,142001,Alden,Full Value,"3,451,763",10.31,"1,385,027",4.13,"638,718",16.44,
2022,2021,562400,Bennington,,Wyoming,144201,Iroquois,Full Value,"3,451,763",10.31,"1,385,027",4.13,"26,570",14.82,
2022,2021,562400,Bennington,,Wyoming,182202,Alexander,Full Value,"3,451,763",10.31,"1,385,027",4.13,"79,572",18.58,
2022,2021,562400,Bennington,,Wyoming,562201,Attica,Full Value,"3,451,763",10.31,"1,385,027",4.13,"4,127,070",14.24,
2022,2021,562600,Castile,,Wyoming,562601,Letchworth,Full Value,"3,272,491",10.31,"1,247,972",3.92,"1,329,570",11.99,
2022,2021,562600,Castile,,Wyoming,564201,Perry,Full Value,"3,272,491",10.31,"1,247,972",3.92,"2,840,873",13.68,
2022,2021,562800,Covington,,Wyoming,184001,Pavilion,Full Value,"963,462",10.31,"720,242",7.91,"1,360,662",18.44,
2022,2021,562800,Covington,,Wyoming,563802,Wyoming,Full Value,"963,462",10.31,"720,242",7.91,"189,978",14.76,
2022,2021,562800,Covington,,Wyoming,564201,Perry,Full Value,"963,462",10.31,"720,242",7.91,"67,878",13.68,
2022,2021,563000,Eagle,,Wyoming,48401,Yorkshire-Pioneer,Full Value,"742,533",10.31,"12,899",0.16,"252,179",11.91,
2022,2021,563000,Eagle,,Wyoming,562601,Letchworth,Full Value,"742,533",10.31,"12,899",0.16,"689,047",11.99,
2022,2021,563200,Gainesville,,Wyoming,562601,Letchworth,Full Value,"1,331,584",10.31,"835,536",6.99,"1,130,638",11.99,
